House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
20,Dickinson Avenue,Tracey,Simmons,22,None,Single,Female,University Student,None,Intramystical
20,Dickinson Avenue,Ian,Roberts,18,None,Single,Male,University Student,None,Intramystical
20,Dickinson Avenue,Carol,Gardner,30,None,Single,Female,PhD Student,None,None
20,Dickinson Avenue,Molly,Stewart,27,None,Single,Female,PhD Student,None,None
1,Gold Crescent,Kimberley,Hunt,67,Head,Widowed,Female,Printmaker,None,Utheism
2,Gold Crescent,Shane,Miller,74,Head,Divorced,Male,Retired Fitness centre manager,None,Intramystical
3,Gold Crescent,Maurice,Turner,69,Head,Single,Male,Retired Software engineer,None,Triangulism
4,Gold Crescent,Kevin,Ball,59,Head,Married,Male,Medical physicist,None,Intramystical
4,Gold Crescent,Gemma,Ball,57,Wife,Married,Female,"Engineer, control and instrumentation",None,Intramystical
5,Gold Crescent,Raymond,Mitchell,48,Head,Single,Male,Chartered certified accountant,None,Triangulism
5,Gold Crescent,Josephine,Jarvis,35,None,Single,Female,Actor,None,None
5,Gold Crescent,Howard,Hughes,40,None,Divorced,Male,Gaffer,None,Triangulism
5,Gold Crescent,Wendy,Nicholls,21,None,Single,Female,University Student,None,None
6,Gold Crescent,Alan,Lee,53,Head,Single,Male,Jewellery designer,None,Intramystical
6,Gold Crescent,Sharon,Hughes,51,Partner,Single,Female,Banker,None,Intramystical
7,Gold Crescent,Elaine,Gray,45,Head,Married,Female,Special educational needs teacher,None,Triangulism
7,Gold Crescent,Benjamin,Gray,48,Husband,Married,Male,"Scientist, marine",None,Triangulism
7,Gold Crescent,Martin,Gray,21,Son,Divorced,Male,University Student,None,Triangulism
7,Gold Crescent,Gemma,Gray,17,Daughter,NA,Female,Student,None,NA
7,Gold Crescent,Marc,Gray,14,Son,NA,Male,Student,None,NA
8,Gold Crescent,Jessica,Fowler,60,Head,Single,Female,Contracting civil engineer,None,Utheism
8,Gold Crescent,Jonathan,Fowler,38,Son,Single,Male,Paediatric nurse,None,None
9,Gold Crescent,Chloe,Bailey,31,Head,Single,Female,"Librarian, academic",None,None
9,Gold Crescent,Henry,Hunter,33,Partner,Single,Male,Senior tax professional/tax inspector,None,None
9,Gold Crescent,Denise,Turnbull,51,Lodger,Single,Female,Make,None,None
10,Gold Crescent,Mandy,Bailey,39,Head,Married,Female,Lexicographer,None,Intramystical
10,Gold Crescent,Dennis,Bailey,40,Husband,Married,Male,Communications engineer,None,Intramystical
10,Gold Crescent,Victoria,Bailey,7,Daughter,NA,Female,Student,None,NA
10,Gold Crescent,Rosie,Bailey,7,Daughter,NA,Female,Student,None,NA
10,Gold Crescent,Derek,Bailey,6,Son,NA,Male,Student,None,NA
11,Gold Crescent,Yvonne,Begum,36,Head,Single,Female,Podiatrist,None,Intramystical
11,Gold Crescent,Karl,Begum,7,Son,NA,Male,Student,None,NA
11,Gold Crescent,Joshua,Begum,5,Son,NA,Male,Student,None,NA
11,Gold Crescent,Max,Begum,4,Son,NA,Male,Child,None,NA
11,Gold Crescent,Nicole,O'Neill,45,Sibling,Single,Female,Unemployed,None,
12,Gold Crescent,Deborah,Coleman,32,Head,Single,Female,Unemployed,None,Utheism
12,Gold Crescent,Richard,Gardner,34,Partner,Single,Male,Counsellor,None,Utheism
12,Gold Crescent,Maria,Coleman,2,Daughter,NA,Female,Child,None,NA
13,Gold Crescent,Olivia,Roberts,38,Head,Divorced,Female,Unemployed,None,Triangulism
13,Gold Crescent,Paul,Roberts,3,Son,NA,Male,Child,None,NA
14,Gold Crescent,Graeme,Smith,72,Head,Widowed,Male,"Retired Engineer, chemical",None,Intramystical
14,Gold Crescent,Amy,Fraser,13,Granddaughter,NA,Female,Student,None,NA
15,Gold Crescent,Robert,Miller,28,Head,Single,Male,Equities trader,None,Triangulism
15,Gold Crescent,Cheryl,Ahmed,25,Partner,Single,Female,Wellsite geologist,None,Triangulism
15,Gold Crescent,Fiona,Cunningham,43,Lodger,Single,Female,Child psychotherapist,None,Triangulism
16,Gold Crescent,Georgina,Webb,46,Head,Married,Female,"Therapist, speech and language",None,None
16,Gold Crescent,Ben,Webb,53,Husband,Married,Male,Financial adviser,Nudisease,None
16,Gold Crescent,Marilyn,Webb,14,Daughter,NA,Female,Student,None,NA
16,Gold Crescent,Hollie,Webb,10,Daughter,NA,Female,Student,None,NA
16,Gold Crescent,Dawn,Webb,10,Daughter,NA,Female,Student,None,NA
17,Gold Crescent,Norman,Lawson,44,Head,Married,Male,Banker,None,None
17,Gold Crescent,Rosie,Lawson,46,Wife,Married,Female,Barrister's clerk,None,None
18,Gold Crescent,Julie,Curtis,61,Head,Divorced,Female,"Production assistant, television",None,Intramystical
18,Gold Crescent,Rosie,Curtis,37,Daughter,Single,Female,"Engineer, manufacturing",None,None
1,Alba Field,Amy,Dixon,54,Head,Married,Female,Secretary/administrator,None,Triangulism
1,Alba Field,Gregory,Dixon,58,Husband,Married,Male,Professor Emeritus,None,None
1,Alba Field,Harry,Dixon,16,Son,NA,Male,Student,None,NA
2,Alba Field,Patricia,Smith,37,Head,Divorced,Female,Seismic interpreter,None,None
3,Alba Field,Kelly,Holt,27,Head,Single,Female,"Engineer, materials",None,None
4,Alba Field,Pamela,Smith,38,Head,Single,Female,"Designer, exhibition/display",None,None
5,Alba Field,Graham,Byrne,68,Head,Married,Male,Retired English as a foreign language teacher,None,None
5,Alba Field,Grace,Byrne,66,Wife,Married,Female,Brewing technologist,None,None
6,Alba Field,Hannah,Reid,27,Head,Single,Female,Camera operator,None,Convergeance
7,Alba Field,Trevor,Rahman,56,Head,Single,Male,Microbiologist,None,None
8,Alba Field,Melanie,Clarke,21,Head,Single,Female,University Student,None,Intramystical
8,Alba Field,Melissa,Holden,20,None,Single,Female,University Student,None,None
8,Alba Field,Margaret,Edwards,22,None,Single,Female,University Student,None,Intramystical
9,Alba Field,Gavin,Lowe,86,Head,Divorced,Male,Retired Chief Technology Officer,None,Intramystical
10,Alba Field,Geoffrey,Donnelly,32,Head,Single,Male,Museum/gallery exhibitions officer,None,Septheism
11,Alba Field,Lucy,Hewitt,36,Head,Single,Female,Publishing copy,None,None
11,Alba Field,Barry,Carter,23,None,Single,Male,Learning disability nurse,None,Septheism
11,Alba Field,Melissa,Jones,28,None,Single,Female,Prison officer,None,None
11,Alba Field,Benjamin,Hartley,46,None,Single,Male,"Scientist, forensic",None,Triangulism
12,Alba Field,Dorothy,Smith,47,Head,Married,Female,"Therapist, speech and language",None,Intramystical
12,Alba Field,Cameron,Smith,43,Husband,Married,Male,Neurosurgeon,None,Intramystical
12,Alba Field,Frank,Smith,14,Son,NA,Male,Student,None,NA
13,Alba Field,Gary,Begum,41,Head,Single,Male,Scientific laboratory technician,None,None
14,Alba Field,Olivia,Ahmed,35,Head,Married,Female,"Investment banker, operational",None,Intramystical
14,Alba Field,John,Ahmed,36,Husband,Married,Male,Product manager,None,Intramystical
14,Alba Field,Alex,Ahmed,2,Son,NA,Male,Child,None,NA
15,Alba Field,Kimberley,Rogers,43,Head,Divorced,Female,Unemployed,None,Intramystical
15,Alba Field,Damien,Anderson-Rogers,14,Son,NA,Male,Student,None,NA
16,Alba Field,Melanie,Allen,80,Head,Widowed,Female,Retired Agricultural engineer,None,None
17,Alba Field,Ann,Lyons,101,Head,Divorced,Female,Retired Set designer,None,Intramystical
18,Alba Field,Gareth,Foster,65,Head,Married,Male,Unemployed,None,None
18,Alba Field,Valerie,Foster,63,Wife,Married,Female,Interpreter,None,None
19,Alba Field,Yvonne,Hutchinson,29,Head,Married,Female,Unemployed,None,Intramystical
19,Alba Field,Terence,Hutchinson,34,Husband,Married,Male,Educational psychologist,None,None
19,Alba Field,Henry,Hutchinson,0,Son,NA,Male,Child,None,NA
19,Alba Field,Kim,Jones,59,Lodger,Single,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Triangulism
20,Alba Field,Elliot,Taylor,20,Head,Single,Male,Surgeon,None,Septheism
21,Alba Field,Mary,Peters,57,Head,Married,Female,Electronics engineer,None,Intramystical
21,Alba Field,Ronald,Peters,55,Husband,Married,Male,Air cabin crew,None,Intramystical
22,Alba Field,Charlotte,Carroll,29,Head,Single,Female,IT consultant,None,None
22,Alba Field,Joe,Booth,28,Partner,Single,Male,Trade union research officer,None,None
23,Alba Field,Lynne,Morgan,73,Head,Married,Female,Retired Sports coach,None,Intramystical
23,Alba Field,Kevin,Morgan,75,Husband,Married,Male,"Retired Designer, fashion/clothing",None,Intramystical
24,Alba Field,Robin,Wilson,49,Head,Married,Male,Network engineer,None,None
24,Alba Field,Carly,Wilson,48,Wife,Married,Female,Exercise physiologist,None,None
25,Alba Field,Timothy,Wall,59,Head,Single,Male,Colour technologist,None,Intramystical
25,Alba Field,Sylvia,Patel,54,Partner,Single,Female,Electronics engineer,None,None
26,Alba Field,Howard,Smith,45,Head,Married,Male,Warden/ranger,None,None
26,Alba Field,Carolyn,Smith,43,Wife,Married,Female,"Surveyor, insurance",None,None
27,Alba Field,Mitchell,Byrne,51,Head,Don't Ask!,Male,"Radiographer, diagnostic",None,Intramystical
28,Alba Field,Victor,Nolan,29,Head,Married,Male,"Lighting technician, broadcasting/film/video",None,None
28,Alba Field,Joyce,Nolan,23,Wife,Married,Female,Electronics engineer,None,None
29,Alba Field,Lucy,Stephens,44,Head,Single,Female,Contracting civil engineer,None,Triangulism
29,Alba Field,Laura,Stephens,12,Daughter,NA,Female,Student,None,NA
30,Alba Field,Carly,Owens,74,Head,Divorced,Female,Retired Public affairs consultant,None,Intramystical
30,Alba Field,Kayleigh,Owens,14,Granddaughter,NA,Female,Student,None,NA
31,Alba Field,Elizabeth,Palmer,22,Head,Single,Female,University Student,None,Intramystical
32,Alba Field,Mitchell,Fraser,33,Head,Divorced,Male,Film/video editor,None,Triangulism
33,Alba Field,Cheryl,Collins,38,Head,Divorced,Female,Media buyer,None,None
33,Alba Field,Kim,Collins,13,Daughter,NA,Female,Student,None,NA
33,Alba Field,Emily,Collins,7,Daughter,NA,Female,Student,None,NA
34,Alba Field,Joyce,Hill,44,Head,Married,Female,"Engineer, biomedical",None,None
34,Alba Field,Adam,Hill,42,Husband,Married,Male,Higher education careers adviser,None,None
34,Alba Field,Hayley,Hill,15,Daughter,NA,Female,Student,None,NA
35,Alba Field,Stephanie,Bishop,27,Head,Divorced,Female,Unemployed,None,None
36,Alba Field,Sean,Smith,50,Head,Single,Male,Arts development officer,None,Intramystical
1,Olympus Lane,Jordan,Lee,37,Head,Single,Male,Ceramics designer,None,None
2,Olympus Lane,Pauline,Tomlinson,59,Head,Married,Female,"Administrator, arts",None,Intramystical
2,Olympus Lane,Christian,Tomlinson,58,Husband,Married,Male,Herpetologist,None,None
3,Olympus Lane,Teresa,John,57,Head,Divorced,Female,Actor,None,Utheism
4,Olympus Lane,Amanda,Elliott,53,Head,Married,Female,Illustrator,None,Intramystical
4,Olympus Lane,Terence,Elliott,55,Husband,Married,Male,"Geologist, engineering",None,None
4,Olympus Lane,Steven,Elliott,15,Son,NA,Male,Student,None,NA
5,Olympus Lane,Allan,Mitchell,63,Head,Single,Male,Unemployed,None,Intramystical
6,Olympus Lane,Dorothy,Hall,78,Head,Widowed,Female,Retired Chartered public finance accountant,None,Utheism
7,Olympus Lane,Alexandra,Russell,67,Head,Single,Female,"Librarian, public",None,Intramystical
7,Olympus Lane,Hayley,Murphy,3,Granddaughter,NA,Female,Child,None,NA
8,Olympus Lane,Nicola,Walsh,55,Head,Divorced,Female,"Accountant, chartered public finance",None,Intramystical
9,Olympus Lane,Chelsea,Edwards,75,Head,Married,Female,Retired Technical author,None,Triangulism
9,Olympus Lane,Edward,Edwards,75,Husband,Married,Male,"Retired Scientist, clinical (histocompatibility and immunogenetics)",None,Triangulism
10,Olympus Lane,Mary,Gardner,34,Head,Divorced,Female,"Psychologist, prison and probation services",None,None
11,Olympus Lane,Sandra,Murray,75,Head,Widowed,Female,Retired Medical illustrator,None,Intramystical
12,Olympus Lane,Jack,Miles,81,Head,Divorced,Male,"Retired Presenter, broadcasting",None,None
13,Olympus Lane,Katy,Walker,69,Head,Married,Female,"Retired Scientist, research (maths)",None,Triangulism
13,Olympus Lane,Maria,Walker,71,Wife,Married,Female,Retired Primary school teacher,None,None
14,Olympus Lane,Steven,Phillips,32,Head,Married,Male,Trading standards officer,None,Triangulism
14,Olympus Lane,Victoria,Phillips,27,Wife,Married,Female,Translator,None,Triangulism
15,Olympus Lane,Victor,Marshall,74,Head,Divorced,Male,Retired Immigration officer,None,None
16,Olympus Lane,Sophie,Stevens,65,Head,Widowed,Female,Pension scheme manager,None,None
17,Olympus Lane,Kevin,Kelly,45,Head,Widowed,Male,Advertising copywriter,None,None
18,Olympus Lane,Arthur,Carter,69,Head,Widowed,Male,Retired Early years teacher,None,None
19,Olympus Lane,Joyce,Perkins,43,Head,Single,Female,Unemployed,None,Triangulism
20,Olympus Lane,Hugh,Davies,70,Head,Divorced,Male,Retired Press photographer,None,Intramystical
21,Olympus Lane,Louise,Davies,39,Head,Single,Female,"Designer, exhibition/display",None,Intramystical
22,Olympus Lane,Joe,Stevenson,60,Head,Single,Male,Civil Service administrator,None,Utheism
23,Olympus Lane,Iain,Stevens,63,Head,Single,Male,"Therapist, music",None,Intramystical
24,Olympus Lane,Damian,Jennings,82,Head,Divorced,Male,"Retired Runner, broadcasting/film/video",None,Intramystical
25,Olympus Lane,Adrian,Allan,58,Head,Single,Male,"Engineer, chemical",None,Intramystical
25,Olympus Lane,Emma,Gilbert,62,None,Single,Female,Games developer,None,Utheism
26,Olympus Lane,Emily,McCarthy,38,Head,Divorced,Female,Unemployed,None,Triangulism
26,Olympus Lane,Malcolm,McCarthy,8,Son,NA,Male,Student,None,NA
26,Olympus Lane,Ryan,McCarthy,6,Son,NA,Male,Student,None,NA
27,Olympus Lane,Duncan,Wilson,72,Head,Married,Male,Retired Chief Marketing Officer,None,None
27,Olympus Lane,Kerry,Wilson,70,Wife,Married,Female,Unemployed,None,None
28,Olympus Lane,Barry,Hall,37,Head,Divorced,Male,Product designer,None,Triangulism
29,Olympus Lane,Diane,Ross,19,Head,Single,Female,University Student,None,None
29,Olympus Lane,Craig,Bryan,21,Partner,Single,Male,Fine artist,None,None
30,Olympus Lane,Nicole,Noble,43,Head,Single,Female,Advertising copywriter,None,Triangulism
30,Olympus Lane,Charlotte,Noble,9,Daughter,NA,Female,Student,None,NA
30,Olympus Lane,Cameron,Noble,8,Son,NA,Male,Student,None,NA
30,Olympus Lane,Naomi,Noble,5,Daughter,NA,Female,Student,None,NA
31,Olympus Lane,Gemma,Bennett,52,Head,Divorced,Female,Unemployed,None,None
31,Olympus Lane,Lindsey,Bennett,13,Daughter,NA,Female,Student,None,NA
32,Olympus Lane,Zoe,Turner,75,Head,Widowed,Female,"Retired Radiographer, therapeutic",None,Intramystical
33,Olympus Lane,Eileen,Day,57,Head,Single,Female,Tourist information centre manager,None,None
34,Olympus Lane,Cameron,Wallis,71,Head,Widowed,Male,"Retired Engineer, civil (consulting)",None,None
35,Olympus Lane,Lynda,Moore,19,Head,Divorced,Female,University Student,None,None
1,Scotland Curve,Chloe,Anderson,69,Head,Married,Female,Retired Control and instrumentation engineer,None,Septheism
1,Scotland Curve,Adrian,Anderson,71,Husband,Married,Male,Retired Exhibition designer,None,None
1,Scotland Curve,Mandy,Anderson,39,Daughter,Single,Female,Production manager,None,Septheism
2,Scotland Curve,Daniel,James,63,Head,Single,Male,Risk manager,None,Intramystical
2,Scotland Curve,Rosie,James,12,Granddaughter,NA,Female,Student,None,NA
3,Scotland Curve,Molly,Rose,25,Head,Single,Female,Medical sales representative,None,Intramystical
3,Scotland Curve,Clifford,Barker-Rose,9,Nephew,NA,Male,Student,None,NA
3,Scotland Curve,Marion,Clarke,5,Neice,NA,Female,Student,None,NA
3,Scotland Curve,Molly,Clarke,1,Neice,NA,Female,Child,None,NA
4,Scotland Curve,Joanne,White,66,Head,Divorced,Female,Immigration officer,None,None
5,Scotland Curve,Bethany,Hammond,51,Head,Married,Female,Environmental consultant,None,None
5,Scotland Curve,Gerald,Hammond,56,Husband,Married,Male,Commercial art gallery manager,None,None
5,Scotland Curve,Gavin,Hammond,17,Son,NA,Male,Student,None,NA
6,Scotland Curve,Kirsty,Austin,66,Head,Married,Female,Environmental consultant,None,None
6,Scotland Curve,Mathew,Austin,68,Husband,Married,Male,"Retired Merchandiser, retail",None,None
7,Scotland Curve,Ryan,Glover,63,Head,Married,Male,Veterinary surgeon,None,Triangulism
7,Scotland Curve,Emma,Glover,58,Wife,Married,Female,Petroleum engineer,None,Triangulism
8,Scotland Curve,Cheryl,Hall,81,Head,Widowed,Female,Retired Air traffic controller,None,Utheism
9,Scotland Curve,Annette,Jones,47,Head,Married,Female,Historic buildings inspector/conservation officer,None,None
9,Scotland Curve,Toby,Jones,47,Husband,Married,Male,"Merchandiser, retail",None,None
9,Scotland Curve,Brett,Jones,2,Son,NA,Male,Child,None,NA
10,Scotland Curve,Allan,Holloway,23,Head,Single,Male,Market researcher,None,Triangulism
11,Scotland Curve,Raymond,Hill,31,Head,Married,Male,Games developer,None,Intramystical
11,Scotland Curve,Katie,Hill,28,Wife,Married,Female,"Solicitor, Scotland",None,Intramystical
12,Scotland Curve,Zoe,Parker,44,Head,Divorced,Female,Unemployed,None,None
12,Scotland Curve,Nicola,Parker,23,Daughter,Single,Female,"Administrator, charities/voluntary organisations",None,None
12,Scotland Curve,Lynne,Parker,22,Daughter,Single,Female,University Student,None,None
12,Scotland Curve,Graham,Parker,21,Son,Single,Male,University Student,None,None
12,Scotland Curve,Alan,Parker,20,Son,Single,Male,University Student,None,None
13,Scotland Curve,Nicola,Herbert,32,Head,Single,Female,"Education officer, museum",None,None
14,Scotland Curve,Angela,Pritchard,39,Head,Widowed,Female,Unemployed,None,None
14,Scotland Curve,Georgina,Pritchard,12,Daughter,NA,Female,Student,None,NA
14,Scotland Curve,Carole,Pritchard,6,Adopted Daughter,NA,Female,Student,None,NA
15,Scotland Curve,Shannon,Baldwin,49,Head,Single,Female,"Conservation officer, nature",None,None
15,Scotland Curve,Benjamin,Russell,53,Partner,Single,Male,"Education officer, museum",None,None
15,Scotland Curve,Francis,Baldwin,14,Son,NA,Male,Student,None,NA
15,Scotland Curve,Dawn,Baldwin,14,Daughter,NA,Female,Student,None,NA
15,Scotland Curve,Katie,Baldwin,11,Daughter,NA,Female,Student,None,NA
16,Scotland Curve,Naomi,Waters,47,Head,Married,Female,Industrial/product designer,None,Triangulism
16,Scotland Curve,Joseph,Waters,45,Husband,Married,Male,Politician's assistant,None,Triangulism
16,Scotland Curve,Annette,Waters,19,Daughter,Single,Female,University Student,None,Triangulism
16,Scotland Curve,Robin,Waters,17,Adopted Son,NA,Male,Student,None,NA
16,Scotland Curve,Edward,Waters,10,Son,NA,Male,Student,None,NA
17,Scotland Curve,Duncan,Patel,79,Head,Married,Male,Retired Set designer,None,Intramystical
17,Scotland Curve,Danielle,Patel,74,Wife,Married,Female,Retired Water engineer,None,Intramystical
